review_id,food_sentiment,service_sentiment,overall
329,อาหารพ่อครัวฝีมือไม่ถึง เรียกว่าพินาสเลยดีกว่า ให้น้อยจนน่าเกลียด ถ้าไม่ปรับปรุงไลน์อาหารจีนรับรองพังอาหารจีน ถือว่าแย่ ให้น้อย แถมคุณภาพปลาไม่ดี ซึ่งเอาเปรียบลุกค้าไปหน่อย ถ้าไม่เคยกินที่อื่นมาก่อนคงเกลียดร้านนี้ไปเลย แต่เพราะเคยไปสาขาอื่นที่ดีกว่านี้ ,-,Negative
330,อาหารที่สั่งมากลางๆทุกอย่าง ปลาเก๋าแบบเป็นตัวไม่มี มีแต่แบบชิ้น เราสั่งนึ่งซีอิ๊ว มาคู่กับเส้นทอดที่เย็นชืด ข้าวอบเผือกแฉะไปนิด,ร้านแมลงวันเยอะค่ะ  ,Neutral
331,"ปูผัดผงกะหรี่ แย่มาก ตัวละ1,200 เนื้อไม่มีเลย รสชาติก็แปลกๆ ผัดนานจนแห้ง แกะยากมาก รสชาติติดหวานอีก
ดีนะเสนอตัวละ1,200 มา ถ้าเอาตัวละ2 พันมาแล้วเป็นแบบนี้คงเจ็บใจ  ภาพรวม ไม่ประทับใจ ผิดหวัง แต่ก็ไม่เสียดายที่ได้มาลองซะทีจะได้เลิกเพ้อ อาจจะตั้งความหวังสูงไป ",-,Negative
332,"มาทานผิดหวังสุดๆ เมนูเดิมๆแต่ไม่อร่อยเหมือนเดิม สั่งเมนูง่ายๆ ปลาสลิดทอด-ทอดมาเกรียมเกือบไหม้, ไส้ทอด-รอบแรกทอดมานิ่มๆน้ำมันเยิ้มไม่เหมือนที่เคยทานซึ่งจะออกกรอบ เอากลับไปทอดใหม่ผลที่ได้คือไหม้, หอยจ้อ-ลูกเล็กลง รสชาติยังอร่อยเหมือนเดิม ",-,Negative
333,-,บรรยากาศแย่ บริการไม่ดี อาหารช้า รับออเดอร์ไม่รู้เรื่อง คนเสิร์ฟไม่จดออเดอร์ของเรา ,Negative
334,"รสชาติไม่อร่อยนะครับ ส้มตำชืดๆ ตำข้าวโพดหวาน ต้มไก่แจ้ให้ข้อกับคอมาเยอะมากไม่มีเนื้อ
ข้อดีคือ มีอาหารแปลกๆเช่น ยำแม่เป้ง หนอนผึ้ง หนอนต่อ แล้วก็ผักแนมเยอะ ",อาหารช้า บริการช้า จนต้องแคนเซิลไป1เมนู ทั้งที่ร้านมีอยู่แค่5-6โต๊ะ 7,Negative
335,เป็นอีกหนึ่งร้านที่ชอบมากสําหรับส้มตํามีเมนูหาทานยากได้ด้วย ไม่ว่าจะเป็น นมหมูย่าง หมกรังผึ้งอ่อน แกงผักหวานไข่มดแดง ตำมั่วซั่วครกไม้ ไข่เจียวไข่มดแดง สําหรับรสชาติ แซ่บอร่อยถึงใจชอบการสับเส้นแบบละเอียด คุณภาพของอาหารดีทุกอย่าง เหมาะสําหรับปาร์ตี้กับเพื่อน ,-,Positive
336,"ร้านอาหารอีสานที่ถูกต้อง เป็นร้านที่มีอาหารหลากหลายที่สุดในใจเลย เพราะมีเมนูพื้นบ้านให้เลือกมากมาย
ทีเด็ด คือหมกรังผึ้งอ่อน ทานคู่เกลือนิดๆ อร่อยขนลุก
ที่นี่มีเมนูไข่มดแดง สำหรับแฟนไข่มดแดงด้วย ",-,Positive
337,เรางงว่าได้รางวัลช้อยอวอดมาได้ไง คือเอาจริงมันไม่ได้ว้าวอะไรเท่าที่ควรอ่า หรือเรากับแฟนเราไม่ชอบรสชาตินี้รึเปล่า ,บริการดี โอเคเลยค่ะ ได้อาหารเร็ว ,Positive
338,ร้านนี้ที่สั่งไปคือไม่ชอบสักจาน ในระดับที่ไม่ชอบเลย ,-,Negative
339,-,มากี่ ครั้งก็บริการเฮงซวย ไม่เข็ดจริงๆ เริ่มตั้งแต่หน้าร้านแล้วที่นั่งว่างหมดแต่โต๊ะไม่ทำความสะอาดก็เลยไม่มีที่นั่งให้ลูกค้า พนักงานส่วนใหญ่ไม่มีจิตใจให้บริการ เหมือนเหมือนกับไม่ใช่หน้าที่ฉัน ฉันไม่ทำ ถามไรไปก็ตอบแบบเสียไปที ถามหาอาหารที่สั่งบอกเดี๋ยวดูให้ แล้วก็ไม่ทำ น่าเกลียดจริงๆ ไม่มาละ พอกันที,Negative
340,แต่ละเมนู มีความจัดเต็มมาก ทั้งปริมาณและคุณภาพ อร่อย รสชาติ ถุงแม้ว่าจะราคาสูง แค่ปริมาณและคุณภาพก็สูงตาม รวมไปถึงความครีเอทและแหวกแนวของเมนูด้วย ,-,Positive
341,ชาไทย อร่อยหอมนำ หวานไม่มาก ,ไก่ทอง ร้านสะอาด นั่งสบาย,Positive
342,เครื่องดื่มรสชาติไม่ได้เลย สั่งเค้กก็คือมาเสิร์ฟทั้งกล่องปิดฝาห่อพลาสติกยังงั้นล่ะ ไม่เคยเจอจริง ๆ ,เสียใจมาก น่าจะอ่านรีวิวก่อน จะได้ไม่หลงเข้ามาให้เสียอารมณ์บริการก็พังเหมือนที่รีวิวก่อน ๆ ,Negative
343,"กาแฟรสชาติเฉยๆ ไม่ค่อยแนะนำถ้าอยากมาทานอะไร
", พนักงานเฉื่อยๆ ทำไปคุยกันเสียงดังไป คนคิดเงินนั่งแบบไม่สนใจ เป็นร้านถ่ายรูปแล้วกลับ ที่จอดรถมีน้อย,Negative
344,วันนี้ลองแค่กาแฟ รสชาติไม่กลมกล่อม ขม แต่ ไม่เข้ม คือรวมๆไม่ชอบ ,-,Negative
345,อาหารโอเครสชาติกลางๆจัดจานสวยบราวนี่รสชาติดีเป็นแบบเนื้อแข็งแต่เสริฟมากับช้อนพลาส ติกอ่อนๆบอกเลยตัด บราวนี่ไม่ได้สรุปเลยการบริการไม่ผ่านได้แต่บรรยากาศเสียดายแทน เจ้าของร้าน,พนักงานคุยกันเสียงดังมากบรรยากาศร้านควรเปิดเพลงเบาๆคลอๆแต่นี่มีแต่เสียงคุยกันบอกเลยว่าเซ็ง ,Negative
346, ของกินแบบธรรมดาเกินไปอ่ะ ชาเขียวกับชาไทยแบบชงไว้แล้วอ่ะ คือ?,พนักงานแบบไม่โอเค เมนูมีไรบ้างอ่ะคับ ตามป้ายค่ะ เอ้า? คือพูดไม่ดีมากๆ,Negative
347,"เครื่องดื่มห่วยมากกกกกกกกกก รสชาติเหมือนน้ำล้างแก้ว ซื้อร้านข้างทางยังอร่อยกว่ามากๆ
","ต้องยอมรับว่าบรรยากาศดี ถ่ายรูปสวย
มีกิจกรรมให้เด็กๆทำ ดำนา ระบายสีตุ๊กตา ",Neutral
348,อาหารอร่อย ขนมเค้กก็ดี ,พื้นที่ในร้านกว้างขวาง มีหลากหลายโซนให้ทำกิจกรรม เช่น ให้อาหารสัตว์ พายเรือ ศิลปะ มีมุมถ่ายรูปสวยๆ เพียบเลย บรรยากาศดี  บริการเป็นระบบ ที่จอดรถก็เยอะนะ สามารถพาสัตว์เลี้ยงเข้ามาในร้านได้นะ ,Positive
349,วันที่ไปสั่งโกโก้เย็นและเค้กมะพร้าวในถ้วย รสชาติดีทั้งสองอย่าง , น้องๆพนักงานน่ารักให้คำแนะนำและช่วยเหลือเป็นอย่างดี,Positive
350,อาหารจานเดียวอร่อยค่ะ แม้ว่าจะไม่มีให้เลือกมากมายนักนะคะแต่ว่าอาหารจานเดียวของที่นี่อร่อยแทบทุกอย่างเลย ไม่ว่าจะเป็นข้าวผัดกุนเชียงข้าวผัดหมู แล้วก็ปีกไก่ทอดเกลือ รวมถึงยำรวมมิตรแซ่บแซ่บ ,-,Positive
351,ไม่ค่อยโอเคค่ะ ไม่ถูกปาก กะเพราปลาคาวมาก ,-,Negative
352,กะเพราเนื้อ ผัดมารสชาติพอดีๆ ก็อร่อยดี ที่ร้านมีขนมถ้วยด้วยคุ่ละ5฿ รสชาติเฉยๆ โดยรวมดีนะ สำหรับคนชอบทานเนื้อ แนะนำให้มาทานครับ ,-,Positive
353,-,อาหารรอนานมากๆๆๆ สั่งไป 3 อย่าง ผ่านไป 40 นาที อาหารสองจานแรกพึ่งมา ทานแบบรอ ๆ อาหารจานสุดท้าย จนผ่านไป 1 ชั่วโมง อาหารจานที่สามก็ยังไม่มา ตามอาหารไป 2 รอบ สุดท้ายผ่านไปชั่วโมงครึ่ง ก็ยังไม่ได้อาหาร จนต้องเช็คบิล ช,Negative
354,"- ผิดหวังมะพร้าวปั่นมาก ลูกเล็กแบบเล็กมากๆ เนื้อแข็ง ปั่นไม่ละเอียดและไม่อร่อย
- อาหารรสชาติทั่วไปไม่ได้โดดเด่น เมนูเยอะ ",- ,Negative
355,ในด้านของเครื่องดื่มและขนม ก็รสชาติใช้ได้ตามมาตรฐานค่ะ เป็นร้านที่เน้นมาเอาบรรยากาศ และถ่ายรูปสวยๆ มากกว่า ,บรรยากาศดีเลย เป็นที่นั่งแบบ open air มีที่นั่งหลายโซน แล้วก็มีที่นั่งติดริมทะเลด้วย เราสามารถลงไปเดินเล่นที่หาดด้านหลังร้านได้ หาดกว้างและวิวดีเลยค่ะ ,Negative
356,รสชาติแย่มาก น้ำซุปไม่อร่อย เลือดหมู เครื่องในมีกลิ่นคาวบางอย่าง ผักเหมือนไม่ผ่านการล้าง ใส่จานเทน้ำซุปใ่ส่เลย ผักเลยเหม็นเขียวมาก ทำให้มือนี้เป็นมื้อที่เเย่มาก ผิดหวังสุดๆ พยายามหาร้านเเละเวลามาลอง ไม่คุ้มค่า ไม่เเนะนำเลย ไปหาร้านใหม่ๆอาจจะถูกใจกว่านี้ ,-,Negative
357,รสชาติไม่ไหวจะเคลียร์แพงแล้วยังไม่อร่อยอีกคงเลิกไปกินเด็ดขาดแล้วตอนนี้ 3 ครั้งสุดท้ายเลยที่ให้โอกาสเสียใจจริงๆเคยชอบมากแท้ๆ,-,Negative
358,สั่งเกาเหลาไม่ผักโรย ก็ได้ผักโรย รสชาติเฉย ๆ หาได้ทั่วไป ,พื้นที่ร้านค่อนข้างสกปรก ไม่น่านั่งเลย ,Negative
359,ร้านนี้เป็นร้านต้มเลือดหมูหนึ่งเดียวในใจเราทีเดียว เพราะหมูสับก็เนื้อนิ่มอร่อย ไม่มีกลิ่นเหม็นคาว น้ำซุปก็หอมลอยมาแต่ไกล ขนาดกินจนจะหมดชาม น้ำซุปยังร้อนกรุ่น แถมยังอร่อยเข้มข้นแบบไม่ต้องปรุงพริกไทยเพิ่มเลยจริง ๆ ยิ่งได้ปรุงน้ำจิ้มต้มเลือดหมูสูตรลับเฉพาะของครอบครัวเรา ยิ่งอร่อยฟินสุด ๆ ค่ะ กินเกลี้ยงจนหมดชามไม่เหลือน้ำซุปสักหยด บางทีสั่งเมนูเดิมเพิ่มอีกชามเลยด้วย 5555 ,-,Positive
360,เราชอบตัวหมูสับก้อนฟูๆ กับน้ำซุปหอมๆของเค้ามากๆเลย ส่วนตัวว่ามันคล้ายก๋วยเตี๋ยวหมูร้านโปรดที่กรุงเทพฯอย่างรุ่งเรืองมากๆ เรียกว่าทดแทนกันได้เลยค่ะ เครื่องในอะไรเอยก็ทำมาดี นุ่มๆ ไม่กระด้างเลย ,-,Positive
361,อาหารคิดว่ารสชาติไม่โดดเด่น ออกไปทางจืดไร้รสชาติ รึเพราะสั่งอาหารไทยไม่ใช่สเต็ก น้ำปั่นวันนี้ทุกคนเพลียมาก สั่งกลับบ้านใส่มาให้ครึ่งแก้วพลาสติก จนต้องสั่งให้ไปทำใหม่ แถม เมนูมะพร้าวปั่นนมสด หน้าตาแบบที่เห็น ไม่มีความหอมมันของนมสดเหมือนไม่ได้ใส่เลย กับเศษเนื้อมะพร้าวเล็กน้อย ไม่หอม หวานน้ำตาลอย่างเดียว คิดแก้วละ 50฿ แพงเว่อร์มากมาก แก้วละ 10฿ ตามตลาดนัดอร่อยกว่ามากๆ ,เป็นร้านที่คนแน่นตลอด พนักงานบริการไม่ค่อยดี จดออร์เดอร์มึนๆ ของบางอย่างมาตอนรวบช้อนอิ่มแล้ว บางคนก็พูดไม่ดี ปรับปรุงด่วนๆนะ จากไม่ประทับใจจะเป็นติดลบได้อีก,Negative
362,สั่งเมนูเย็นตาโฟแห้ง 145 บาท รสชาติเย็นตาโฟไม่อร่อยแบบแต่ก่อน มันมาก กากหมูไม่กรอบ แข็ง แป้งเกี๊ยวไส้หมู ไม่กรอบ เหนียว แข็ง ไส้หมูมีกลิ่น ลูกชิ้นปลาธรรมดา ไม่สมราคา หากจำเป็นต้องมาร้านนี้อีก จะไม่สั่งเมนูนี้อีกแน่นอน ออส่วนแบบกรอบ 175 บาท สั่งแบบกรอบไป ได้แบบนิ่มมา พอพนักงานทราบว่าทำผิด ไม่มีคำขอโทษใดๆ ยกไปเลย และนำแบบกรอบมาให้ใหม่ รสชาติพอใช้ แต่มันมาก หากกินคนเดียวอาจจะเลี่ยนได้ เมนูสเต็กหมูเบคอนชีส 125 บาท รสชาติธรรมดา,พนักงานก็ตอบไม่ค่อยได้ ไม่ยิ้มแย้ม แถมเก็บเงินช้าอีกค่ะ บริการแย่มาก แนะนำไปกินร้านอื่นค่ะ,Negative
363,อาหารก็ธรรมดาๆ,บริการแย่ อาหารออกช้ามากๆ,Negative
364,ปลาหมึกคั่วพริกเกลือ บอกได้เลยว่าไม่ควรสั่งด้วยประการทั้งปวง ปลาหมึกหั่นมาบางมาก ชุบแป้งทอดแล้วมาคั่ว เสิร์ฟแบบเย็นๆ ไม่ใช่อุ่นนะ รสชาติไม่ผ่านมากๆ ส่วนเฟรนฟายด์ และหมูทอด อันนี้พอไหว แต่ก็ยังไม่แนะนะ ส่วนอาหารอร่อยขึ้นชื่อคือ เสต็ก รสชาติดี และกุ้งแม่น้ำเผา 3 ตัวโล เผามาได้ดีเนื้อเด้ง ไข่เยิ้มๆ แต่ก้ามกุ้งที่ทางร้านจัดมาให้ ไม่สามารถกินเนื้อด้านในได้ แม้ว่าจะให้พนักงานลงไปให้จัดการอีกรอบก็ตาม,-,Neutral
365,สำหรับเราคุณภาพพอร์คช็อปสเต็กให้ 4 เต็ม 5 ส่วนเนื้อออสให้ 5 เต็ม 5 สปาเก็ตตี้รสชาติจืดมากค่ะ หน้าตาดูดีแต่รสชาติไม่ค่อยเวิร์คเท่าไร,-,Neutral
366,"อาหารรสชาติดูดี ดีแต่อาหารมาเย็นชืดหมดทุกจานอาหารอุณหภูมิแบบ เย็นเลยไม่ใช่แค่อุ่นๆทำให้ไม่เหลือความอร่อยและความประทับใจจานแรกพอทำใจไม่ถามไม่รู้ว่ามันเกิดอะไรขึ้นทำไมปล่อยอาหารมาเย็นขนาดนี้ พอจาน หอยเชลล์ เย็นจนชีสแข็งแล้ว
แบบชีสแข็งแห้งไปแล้ว เรียกพนักงานมา ก็เอาไปเบิร์นมาให้พอตักแงะชีสได้ หอมทอด มาแบบเย็นสนิทคายน้ำมัน กินไม่ได้ค่ะ เรียกพนักงานมาดูใหม่ ก็ต้องเปลี่ยนอาหารอีก",ร้านใหญ่ดี รีวิวดูดี คนเยอะพอสมควรในมื้อเย็น,Neutral
367,ข้าวผัดแซลมอนเทอริยากิ 145 บาท ข้าวผัดมาอร่อยดีค่ะ ข้าวไม่แข็งไม่เละจนเกินไป รสชาติดีค่ะ ชุดหลนปู 165 บาท เค็มๆ เลี่ยนๆ ไปค่ะ ยังไม่ถูกใจ ทานเหลือกันหมด คอหมูย่างจิ้มแจ่งข้าวเหนียว 135 บาท ข้าวเหนียวนุ่มอร่อยมาก คอหมูย่างให้มาน้อย และรสชาติเฉยๆ รู้สึกว่าราคาแพง ให้น้อยกว่ารูปอีก แกงเขียวหวานเนื้อน่องลายพริกสด 145 บาท จานนี้อร่อยค่ะ เนื้อนุ่มดี รสชาติแกงเขียวหวานใช้ได้ เป็นจานที่ถูกใจสุดวันนี้ ปลาทับทิมนึ่งมะนาว 265 บาท ปลาสด เนื้อดีค่ะ แต่น้ำราดจืดไปหน่อย ยังไม่ค่อยเข้มข้น โดยรวม อาหารรสชาติดีค่ะ,ร้านกว้างขวางขึ้น สถานที่และบรรยากาศร้าน ดีขึ้นมาก บริการห่วยมาก แย่มากถึงมากที่สุด น้องๆบางคนดีนะคะ แต่คิดว่าน่าจะเป็นผู้จัดการร้าน เสียความรู้สึกตั้งแต่ ก้าวเข้าร้าน เราเข้าไป ไม่ถาม เดินผ่านไม่สนใจ เรียกผู้จัดการร้าน ก็เดินผ่านเฉย เสียความรู้สึกมากๆ ไม่โอเคสุดๆ,Negative
368,รสชาตอาหารเราว่าดรอปลงไปมาก วันนี้สั่งซี่โครงบาบีคิว เนื้อหมูไม่นุ่ม บางบริเวณเหมือนไม่สุก ติดหวาน ต่อมาเป็นข้าวผัดปลาแซวม่อนเทอริยากิ ในรูปคือแซวม่อนชิ้นใหญ่ แต่พอเสริฟจริง เล็กเท่าใบผักชี รสออกเค็ก ไม่กลมกล่อม อีกเมนูเป็นข้าวผัดน้ำพริกกุ้งเสียบ จานนี้พอไปวัดไปวา และสุดท้ายส้มตำถาดปีนัง, บรรยากาศดี ให้9/10,Neutral
369,"- ข้าวคลุกกระปิ >> รสชาติปกติ ชิ้นหมูที่ไม่ติดมันแข็งมาก กุ้งแห้งแข็งมาก!!! 
- สเต็กปลาแซลมอล >> ภาพไม่ตรงปก ขาดเฟรนด์ฟราย ขนมปัง ปลาสุกไป ปลาไม่ได้ย่าง ปลาทอดชัดๆ
- ชุดน้ำพริกผักปลาร้าบอง >>ได้ตามที่สั่ง รสชาติทานได้ ถือว่าอร่อย 
- ขาหมูเยอรมัน >> อร่อย กรอบนอกนุ่มใน น้ำจิ้มดี
- เสต็กทีโบน>> อร่อย ออกสไตล์อิสาน
- ยำแซลม่อน >> รสจัดจ้านดี ลดหวานลงนิดจะดีมากกก",พนักงานไม่ค่อยดูแลไม่สนใจที่มาจดเมนูต้องคอยเรียกตลอด อาหารได้ช้า แม้กระทั้งเวลาเก็บโต๊ะพนักงานเสียงดัง และเช็ดไม่สะอาด ควรมีมาตรฐานในการบริการ,Negative
370,อาหารรสชาติก็อร่อย แต่ราคาเท่านี้ หาร้านทั่วไปที่ถูก และอร่อยกว่า แถมบริการดีกว่าได้สบายๆ ถ้าไม่ปรับปรุงก็ไม่น่าสนับสนุนครับ,พนักงานยังบริการแย่เหมือนที่อ่านจากรีวิวก่อนๆ เอาอาหารมาเสิฟโดยวาง ไว้ ให้ลูกค้าหยิบไปตรงหน้าเอง พร้อมพูดห้วนๆ แถมยังหันไปคุยกับพนักงานคนอื่นไปด้วย ไม่มีมารยาทมากๆ ร้านข้างทางยังมีมารยาทมากกว่านี้,Negative
371,สเต๊กเนื้อเหนียว เฟรนฟรายเย็น สลัดแซลมอนมีก้าง พาสตาโคตรปูไข่แซลมอนมีอยู่สักห้าเม็ด,ค่อนข้างผิดหวัง อาหารช้ามาก,Negative
372,"1.บะหมี่เป็ดย่าง+หมูกรอบ เส้นดีค่ะ เหนียวนุ่ม ส่วนเป็ดย่างนั้นเหม็นสาปๆ และหมูกรอบหนังไม่กรอบเลยค่ะ แห้งแข็งเคี้ยวไม่ออก
2. ขนมจีบ เรียกได้ว่าอร่อยสุดในโต๊ะ 
3. ข้าวหมูกรอบ อย่างที่บอกไป หมูกรอบไม่กรอบ แห้งแข็ง 
4. ซาลาเปาหมูแดง 5. ซาลาเปาหมูสับ สองตัวนี้บอกตรงๆ ว่าพอรับได้
6. ซาลาเปาฮ่องเต้ 7. ซาลาเปาไส้ครีมอันนี้โอเคนะคะ ทั่วๆไป ทานได้ อยากชิมฮะเก๋าด้วยแต่ยังไม่สุกค่ะเลยอด สั้นๆ โดยรวมไม่ค่อยโอเคค่ะ ",แต่บริการดีค่ะ,Neutral
373,สั่งซาลาเปาไส้หมูแดงกะหมูสับ รสชาดก็พอดีนะครับ แต่ไม่ค่อยร้อนเท่าที่ควร ส่วนขนมจีบผิดหวังมาก เย็นครับ ไม่อุ่นหรือร้อนเลย เลยทำให้แข็งๆ ประกอบกับตอนเที่ยงคนเยอะ ก็เลยพยายามเข้าใจว่าคนเยอะคงอุ่นไม่ทัน ไม่เป็นไร อีกหนึ่งอาทิตย์ต่อมา เลยลองไปทานตอนเช้า วันนั้นสั่งข้าวหมูกรอบ กับขนมจีบ ปรากฏว่า ขนมจีบเหมือนเดิมเลย เย็น แข็ง ส่วนข้าวหมูกรอบ หมูกรอบหนังยังเหนียวฮะ ผิดหวังจริงๆ,-,Negative
374,เป็ดเหนียว หมูแห้งๆกับแกงชูรสจัด หนมจีบที่แข็งๆเสิร์ฟพร้อมกับพริงที่ดูจะอร่อยกว่า ซาลาเปาที่ดีแต่ไส้ ส่วนติ๋มซำจืดชืดที่คิดว่า น่าจะดีที่สุดที่กินได้ขอร้านแป้งหมักอันโด่งดังแล้ว  ซาลาเปาทอดที่ว่าเด็ด พนักงานทำหก และเป็นชิ้นสุดท้ายพอดีเลยอดทาน,พนักงานพูดห้วนๆ ,Negative
375,"1. ปลาค้าวทอดน้ำปลารสชาติจืดชืดมาก ไหนอ่ะน้ำปลา เสริฟมาแบบเเห้งไม่มีรสชาติน้ำปลาเลย แม้แต่น้ำราดยังแทบไม่มี
2. ผัดผักรวมหมูกรอบหมูกรอบเเข็งมาก เหม็นหืน เก่า แย่มาก เอาของเก่ามาขายลูกค้าได้ยังไง เรากินเหลือเต็มจาน มันเหนียวมากเคี้ยวๆไม่ได้เลย
3. แกงป่าลูกชิ้นปลากรายพอกินได้สุดจากทุกเมนู แต่ก้ไม่ได้มีความพิเศษใดๆ เหมือนแกงป่าตามตลาดทั่วไป ไม่ได้มีความกลมกล่อม หรือใช้พริกเเกงที่ตำเอง
4. ต้มยำปลากดคังน้ำใสปลาไม่ได้สดตามสโลแกน แถมการปรุงก็ไม่อร่อยสมคำรำลือเลย น้ำต้มยำเปรี้ยวและมีกลิ่นเหม็นๆกินแค่ 3-4 คำ ก็ไปต่อไม่ไหว แถมที่ร้านใช้เห็ดนางฟ้าอีก ยิ่งไม่อร่อยเข้าไปกันใหญ",-,Negative
376,-,บริหารห่วยแตก จัดคิวตอบใจตัวเอง แล้วบอกทำตามคิว! อร่อยรึเปล่าไม่รู้ ยกเลิกอาหารไปหมดแล้ว ไปแ-กที่อื่นดีกว่า,Negative
377,รสชาติธรรมดามาก ไม่เหมาะสมระหว่างรสชาติ ปริมาณและราคา,แพง ,Negative
378,อาหารรสชาติดี,แต่ปัญหาการบริหารคิวแย่มาก มีความวุ่นวาย มาก โต๊ะมาทีหลังได้อาหารก่อน เห็นกุ้งทอดซอสมะขามผ่านหน้าไปหลายจานแล้ว ทั้งที่เรามาก่อน,Neutral
379,รสชาติธรรมดา ไม่กลมกล่อม ปลาเนื้ออ่อนทอดกระเทียมมีกลิ่นปลาไม่สด,พนักงานบริการไม่ดี แต่พนักงานที่ลานจอดรถดีมากดูมีความสุข,Negative
380,อาหารกลางๆลงไปทางแย่,บริการต่ำ เร่งลูกค้า พูดจาไม่ดี แดกดันลูกค้า เหมือนลูกค้าเป็นขอทาน,Negative
381,สั่งต้มยำปลาคัง ไม่ค่อยร้อนเท่าไหร่ ก็ไม่ได้ว่าอะไร แต่พอกินเนื้อปลา แค่นั้นแหละ .. เหม็นคาวมาก ,ลูกค้าเยอะ ยังพอทน แต่รสชาติ และการบริการแย่ เกินจะรับได้,Negative
382,อร่อยดี โดยเฉพาะทอดมัน แต่เคี้ยวๆอยู่ เหมือนมีก้าง พอคายออกมา...ปรากฎเป็นหนังสติ๊กมัดถุง ถ้าใครชอบกินหนังสติ๊กก็มาร้านนี้นะครับ ,ตอนเช็คบิล ต้มยำกุ้งที่สั่งไปแต่นานมาก ก็เลยยกเลิก มีบวกในบิล ถ้าไม่ได้ดูก็...เรียบร้อย,Negative
383,อาหาร ก้ได้แบบไม่สุก,รอคิวไม่นาน ให้จดรายการอาหารก่อนได้โต๊ะ(รอ20นาที) หลังได้โต๊ะมีแค่กระเพราปลาหมึกเสิร์ฟ รอครึ่งชม,Negative
384,อาหารรสชาติพอกินได้,แต่พนักงานห่วยมากๆ,Negative
385,เอาที่ อร่อยพอใช้ได้.... ปลากะพงทอด ส้มตำปูม้า กุ้งผัดพริกเกลือแต่ที่ไม่โอ. คือ ยำ3ไข่ = ให้น้อยมากกกก น่าเกลียด หวานนนปูผัดผงรี่ = ให้น้อยมากกกก น่าเกลียดทอดมัน = หวานนน [ตามสไตล์คนชล ทอดมันจังหวัดนี้ต้องหวาน ไม่รู้ทำไม?]หมึกผัดไข่เค็ม = ให้น้อยยยยอีกล่ะแกงป่าปลาเห็ด = ไม่เข้มข้น [คือไม่แซ่บนั้นแหล่ะ],เที่ยงคนเยอะ รอนาน ดันทำอาหารไม่อร่อย,Negative
386,อาหารจะอร่อยเป็นบางอย่าง บางอย่างเฉยๆ อาหารจะติดหวาน ของทอดจะมีกลิ่นน้ำมัน ที่อร่อยและแนะนำคือพวกยำต่างๆเช่นยำสามไข่ ยำทะเล และแนะนำแกงป่าปลาเห็ดโคนใช้ได้ครับ,เป็นร้านที่คนเยอะต้องมาแต่เช้าเพื่อที่จะมีที่นั่ง อาหารที่นี่ราคาโอเคไม่ได้แพง,Neutral
387,อาหารผมว่าก็ติดเค็มหวานไป อย่างปลาทอดยังทอดออกมาไม่กรอบยังติดเหนียว โดยรวมยังไม่ค่อยถูกปากครับ อันนี้ก็แล้วแต่คนชอบแล้วกัน ร้านดังความคาดหวังเลยสูง,เมนูอาหารของร้านมีให้เลือกอยู่พอสมควร อาหารผมว่าทำค่อนข้างนานไปหน่อย เพราะ ผมมาตอนเช้าคนก็ยังไม่ค่อยเยอะ บรรยากาศอาจจะมาช่วงน้ำลงก็เลยดูแห้งแล้ง,Negative
388,"- ข้าวผัดปู ปูน้อยไปหน่อย ยังดีที่มีกลิ่นหอมกะทะมาช่วย 
- ยำสามไข่ เมนูนี้แนะนำ อร่อย ไม่คาว ให้ผ่านทั้งผมและภรรยา
- ไข่เจียวหอยนางรม เมนูนี้ไม่ผ่าน อมน้ำมันไปเยอะและหอยตัวเล็กไปหน่อย
- กุ้งทอดกะเทียม แต่จริงๆสั่งกุ้งผัดพริกเกลือ เมนูนี้ถึงแม้ว่าตัวกุ้งจะสด ตัวขนาดกลางไปเกือบใหญ่ แต่รสชาติทำได้น่าผิดหวัง ติดหวานเกินไปพอสมควร",-,Negative
389,"เมนูวันนี้...
- หมึกผัดไข่เค็ม.... จานนี้ดี อร่อยถูกใจ
- หมึกแดดเดียว... จานนี้ก็ดี
- ปลาอินทรีย์​ผัดคื่นฉ่าย... จานนี้ก็อร่อย ปลาชิ้นใหญ่
- ยำเนื้อปู+ไข่ปู... ติดหวานไป
- ทอดมันปลาอินทรีย์... ติดหวานไป
- ข้าวผัดปู... จานนี้ผิดหวังสุดๆ มีแค่วิญญาณปู",ไม่แน่ใจที่ร้านจัดการลำดับการทำอาหารยัง ค่อนข้างช้าและไม่ต่อเนื่อง กินจานอื่นจนหมด จนไปสั่งขนมหวานมากิน เพื่อนั่งรออีก 2 เมนู ทางร้านแจ้งว่ารออีกคิว งง ,Negative
390,-,การบริการห่วนแตกมาก พนักงานพูดจาไม่ดี รออาหารนานแต่ละอย่างออกห่างกัน 1/2-1 ชม . ของหมดก็มาบอกตอนท้าย สรุปนั่งรออาหารฟรี,Negative
391,ได้ไปกินปลากระพงนึ่งมะนาว หอยนางลม ไก่ทดอดเกลือ เเละผักรวมทอด ทุกอย่าง ไม่อร่อยเลย จืดมากไม่มีรสชาติ กลับบ้านมา มีอาการ คลื่นไส้อาเจียน เเละมวลท้องอย่างมาก หอยนางลมมีเศษใอยขัดหม้อปนมาด้วย,-,Negative
392,-,พนักงานเสริฟดูแลลูกค้าไม่ทั่วถึง บริการแต่ลูกค้ามีระดับ เหยียดลูกค้า แบ่งชนชั้น,Negative
